Host_protein	Pathogen_Protein	Host_taxid	Pathogen_taxid
P21912	A0A6B9W2G5	taxid:9606	taxid:2697049
P21912	A6YJF2	taxid:9606	taxid:442553
P21912	F5CGQ0	taxid:9606	taxid:997555
P21912	P03468	taxid:9606	taxid:211044
P21912	P06821	taxid:9606	taxid:211044
P21912	P0C6Z1	taxid:9606	taxid:82830
P21912	P0DTC9	taxid:9606	taxid:2697049
P21912	P0DTD1-PRO_0000449626	taxid:9606	taxid:2697049
P21912	P0DTD1-PRO_0000449627	taxid:9606	taxid:2697049
P21912	P0DTD2	taxid:9606	taxid:2697049
P21912	P17387	taxid:9606	taxid:10585
P21912	P24835	taxid:9606	taxid:10588
P21912	Q0A2H0	taxid:9606	taxid:402527
P21912	Q0A2H1	taxid:9606	taxid:402527
P21912	Q1K9H5	taxid:9606	taxid:381518
P21912	Q20MH4	taxid:9606	taxid:381518
P21912	Q2PJP0	taxid:9606	taxid:363744
P21912	Q2PJP1	taxid:9606	taxid:363744
P21912	Q32ZE1-PRO_0000435839	taxid:9606	taxid:64320
P21912	Q3SBS5	taxid:9606	taxid:329599
P21912	Q6DP93	taxid:9606	taxid:644788
P21912	Q6DP94	taxid:9606	taxid:644788
P21912	Q6DPA0	taxid:9606	taxid:284213
P21912	Q6VE52	taxid:9606	taxid:251307
P21912	Q76SB1	taxid:9606	taxid:435895
P21912	R9WKI0	taxid:9606	taxid:1343791
P21964	A0A0C7TUY8	taxid:9606	taxid:10376
P21964	A0A288CFT1	taxid:9606	taxid:11706
P21964	B4URE7	taxid:9606	taxid:381518
P21964	P03452	taxid:9606	taxid:211044
P21964	P03468	taxid:9606	taxid:211044
P21964	P06460	taxid:9606	taxid:10600
P21964	P06461	taxid:9606	taxid:10600
P21964	P06792	taxid:9606	taxid:333761
P21964	P0C737	taxid:9606	taxid:82830
P21964	P0CK48	taxid:9606	taxid:82830
P21964	P0DTC5	taxid:9606	taxid:2697049
P21964	P0DTD1-PRO_0000449625	taxid:9606	taxid:2697049
P21964	P0DTD1-PRO_0000449625	taxid:9606	taxid:2697049
P21964	P0DTD8	taxid:9606	taxid:2697049
P21964	P29991-PRO_0000037944	taxid:9606	taxid:31635
P21964	Q20MH8	taxid:9606	taxid:381518
P21964	Q7TFA1	taxid:9606	taxid:694009
P21980	P03129	taxid:9606	taxid:333760
P21980	P04020	taxid:9606	taxid:10580
P22033	Q6SW65	taxid:9606	taxid:295027
P22059	Q86T26	taxid:9606	taxid:9606
P22059	Q9NRS4	taxid:9606	taxid:9606
P22061	A0A218M2D5	taxid:9606	taxid:11624
P22061	A0A6B9W2G5	taxid:9606	taxid:2697049
P22061	P06821	taxid:9606	taxid:211044
P22061	P0DTC1-PRO_0000449637	taxid:9606	taxid:2697049
P22061	P0DTC2	taxid:9606	taxid:2697049
P22061	P0DTC2	taxid:9606	taxid:2697049
P22061	P0DTD1-PRO_0000449623	taxid:9606	taxid:2697049
P22061	P0DTD1-PRO_0000449630	taxid:9606	taxid:2697049
P22061	P0DTD1-PRO_0000449630	taxid:9606	taxid:2697049
P22061	P0DTD3	taxid:9606	taxid:2697049
P22061	P0DTD3	taxid:9606	taxid:2697049
P22061	P0DTD8	taxid:9606	taxid:2697049
P22061	P0DTD8	taxid:9606	taxid:2697049
P22061	Q77M19	taxid:9606	taxid:132487
P22234	P03470	taxid:9606	taxid:381518
P22234	P06427	taxid:9606	taxid:10586
P22234	P17387	taxid:9606	taxid:10585
P22234	Q2HRC6	taxid:9606	taxid:868565
P22307	F5HB52	taxid:9606	taxid:295027
P22314	P03120	taxid:9606	taxid:333760
P22314	P04015	taxid:9606	taxid:10580
P22314	P06422	taxid:9606	taxid:10579
P22314	P06423	taxid:9606	taxid:10586
P22314	P06821	taxid:9606	taxid:211044
P22314	P06921	taxid:9606	taxid:333923
P22314	P0DTC7	taxid:9606	taxid:2697049
P22314	P0DTC9	taxid:9606	taxid:2697049
P22314	P0DTC9	taxid:9606	taxid:2697049
P22314	P0DTD1-PRO_0000449626	taxid:9606	taxid:2697049
P22314	P0DTD1-PRO_0000449633	taxid:9606	taxid:2697049
P22314	P36778	taxid:9606	taxid:10614
P22314	P36780	taxid:9606	taxid:10621
P22314	Q1K9H5	taxid:9606	taxid:381518
P22314	Q77UU1	taxid:9606	taxid:31552
P22314	Q89268	taxid:9606	taxid:648242
P22392	P03431	taxid:9606	taxid:211044
P22392	P03470	taxid:9606	taxid:381518
P22392	P05777	taxid:9606	taxid:381518
P22392	P05780	taxid:9606	taxid:381518
P22392	P88930	taxid:9606	taxid:435895
P22413	F5H9Z4	taxid:9606	taxid:295027
P22413	F5HAK6	taxid:9606	taxid:295027
P22413	F5HCM1	taxid:9606	taxid:295027
P22413	F5HD92	taxid:9606	taxid:295027
P22413	F5HDD3	taxid:9606	taxid:295027
P22413	F5HE74	taxid:9606	taxid:295027
P22413	F5HEA3	taxid:9606	taxid:295027
P22413	P0C6Z1	taxid:9606	taxid:82830
P22413	Q6SW85	taxid:9606	taxid:295027
P22626	K9N4V7	taxid:9606	taxid:1263720
P22626	P03317	taxid:9606	taxid:11034
P22626	P03317	taxid:9606	taxid:11034
P22626	P03427	taxid:9606	taxid:381518
P22626	P03430	taxid:9606	taxid:381518
P22626	P03454	taxid:9606	taxid:381518
P22626	P03470	taxid:9606	taxid:381518
P22626	P04620	taxid:9606	taxid:11686
P22626	P05777	taxid:9606	taxid:381518
P22626	P09992	taxid:9606	taxid:11624
P22626	P0DTC9	taxid:9606	taxid:2697049
P22626	P15130	taxid:9606	taxid:11137
P22626	P15659	taxid:9606	taxid:381518
P22626	P15682	taxid:9606	taxid:381518
P22626	P19712-PRO_0000038050	taxid:9606	taxid:11097
P22626	P33469	taxid:9606	taxid:31631
P22626	P59595	taxid:9606	taxid:694009
P22626	Q05322	taxid:9606	taxid:128952
P22626	Q1HVI8	taxid:9606	taxid:82830
P22626	Q5MQC6	taxid:9606	taxid:443239
P22626	Q6Q1R8	taxid:9606	taxid:277944
P22626	Q82506	taxid:9606	taxid:381518
P22626	Q8AZK7	taxid:9606	taxid:10377
P22695	A0A6B9W2G5	taxid:9606	taxid:2697049
P22695	P03468	taxid:9606	taxid:211044
P22695	P0DTD1-PRO_0000449625	taxid:9606	taxid:2697049
P22695	P0DTD2	taxid:9606	taxid:2697049
P22695	P17389	taxid:9606	taxid:10585
P22695	P24835	taxid:9606	taxid:10588
P22695	P29990-PRO_0000037929	taxid:9606	taxid:31634
P22695	Q77M19	taxid:9606	taxid:132487
P22695	Q89268	taxid:9606	taxid:648242
P22736	P03120	taxid:9606	taxid:333760
P22736	P04015	taxid:9606	taxid:10580
P22736	P06422	taxid:9606	taxid:10579
P22736	P06423	taxid:9606	taxid:10586
P22736	P06921	taxid:9606	taxid:333923
P22736	P12977	taxid:9606	taxid:10377
P22736	P24830	taxid:9606	taxid:10588
P22736	P36778	taxid:9606	taxid:10614
P22736	P36780	taxid:9606	taxid:10621
P22736	P36791	taxid:9606	taxid:333763
P22736	Q69022	taxid:9606	taxid:82830
P22736	Q69138	taxid:9606	taxid:82830
P22736	Q77UU1	taxid:9606	taxid:31552
P22736	Q9WMX2-PRO_0000037541	taxid:9606	taxid:333284
P22736	Q9WMX2-PRO_0000037541	taxid:9606	taxid:333284
P22736	Q9WMX2-PRO_0000037544	taxid:9606	taxid:333284
P22736	Q9WMX2-PRO_0000037544	taxid:9606	taxid:333284
P22736	Q9WMX2-PRO_0000037545	taxid:9606	taxid:333284
P22736	Q9WMX2-PRO_0000037545	taxid:9606	taxid:333284
P22736	Q9WMX2-PRO_0000037547	taxid:9606	taxid:333284
P22736	Q9WMX2-PRO_0000037547	taxid:9606	taxid:333284
P22736	Q9WMX2-PRO_0000037549	taxid:9606	taxid:333284
P22736	Q9WMX2-PRO_0000037549	taxid:9606	taxid:333284
P22736	Q9WMX2-PRO_0000037552	taxid:9606	taxid:333284
P22736	Q9WMX2-PRO_0000037552	taxid:9606	taxid:333284
P22830	Q98136	taxid:9606	taxid:37296
P23141	H9XIJ5	taxid:9606	taxid:392809
P23141	Q1K9H5	taxid:9606	taxid:381518
P23141	Q1K9H6	taxid:9606	taxid:381518
P23219	P06792	taxid:9606	taxid:333761
P23229	P04578	taxid:9606	taxid:11706
P23229	P0DTC3	taxid:9606	taxid:2697049
P23229	P0DTD8	taxid:9606	taxid:2697049
P23229	Q9NRS4	taxid:9606	taxid:9606
P23246	A0A218M2D5	taxid:9606	taxid:11624
P23246	P03315-PRO_0000041311	taxid:9606	taxid:11033
P23246	P03317	taxid:9606	taxid:11034
P23246	P03454	taxid:9606	taxid:381518
P23246	P03470	taxid:9606	taxid:381518
P23246	P04620	taxid:9606	taxid:11686
P23246	P05777	taxid:9606	taxid:381518
P23246	P08411-PRO_0000041229	taxid:9606	taxid:11033
P23246	P15682	taxid:9606	taxid:381518
P23246	P17367	taxid:9606	taxid:10254
P23246	Q1HVI8	taxid:9606	taxid:82830
P23246	Q82506	taxid:9606	taxid:381518
P23246	Q89268	taxid:9606	taxid:648242
P23246	Q8AZK7	taxid:9606	taxid:10377
P23246	Q8AZK7	taxid:9606	taxid:10377
P23284	A0A6B9W2G5	taxid:9606	taxid:2697049
P23284	A0A6B9W2G5	taxid:9606	taxid:2697049
P23284	P03470	taxid:9606	taxid:381518
P23284	P04591	taxid:9606	taxid:11706
P23284	P04591	taxid:9606	taxid:11706
P23284	P04591	taxid:9606	taxid:11706
P23284	P04591	taxid:9606	taxid:11706
P23284	P04591	taxid:9606	taxid:11706
P23284	P04591	taxid:9606	taxid:11706
P23284	P04620	taxid:9606	taxid:11686
P23284	P05777	taxid:9606	taxid:381518
P23284	P0DTC3	taxid:9606	taxid:2697049
P23284	P0DTC3	taxid:9606	taxid:2697049
P23284	P0DTC8	taxid:9606	taxid:2697049
P23284	P0DTC8	taxid:9606	taxid:2697049
P23284	P15682	taxid:9606	taxid:381518
P23284	Q02843	taxid:9606	taxid:31684
P23284	Q8JSN8	taxid:9606	taxid:158611
P23396	A0A218M2D5	taxid:9606	taxid:11624
P23396	P03315-PRO_0000041311	taxid:9606	taxid:11033
P23396	P03317	taxid:9606	taxid:11034
P23396	P03317	taxid:9606	taxid:11034
P23396	P03427	taxid:9606	taxid:381518
P23396	P03430	taxid:9606	taxid:381518
P23396	P03454	taxid:9606	taxid:381518
P23396	P03470	taxid:9606	taxid:381518
P23396	P05777	taxid:9606	taxid:381518
P23396	P05780	taxid:9606	taxid:381518
P23396	P06428	taxid:9606	taxid:10579
P23396	P15659	taxid:9606	taxid:381518
P23396	P15682	taxid:9606	taxid:381518
P23396	P19712-PRO_0000038050	taxid:9606	taxid:11097
P23396	P36801	taxid:9606	taxid:10621
P23396	P36827	taxid:9606	taxid:333763
P23396	Q05322	taxid:9606	taxid:128952
P23396	Q20MH0	taxid:9606	taxid:381518
P23396	Q89268	taxid:9606	taxid:648242
P23396	Q8JSN8	taxid:9606	taxid:158611
P23434	Q6SWD3	taxid:9606	taxid:295027
P23434	Q99IB8-PRO_0000045601	taxid:9606	taxid:356411
P23528	A0A6B9W2G5	taxid:9606	taxid:2697049
P23528	P03427	taxid:9606	taxid:381518
P23528	P03430	taxid:9606	taxid:381518
P23528	P03454	taxid:9606	taxid:381518
P23528	P03470	taxid:9606	taxid:381518
P23528	P05777	taxid:9606	taxid:381518
P23528	P05780	taxid:9606	taxid:381518
P23528	P08411-PRO_0000041229	taxid:9606	taxid:11033
P23528	P0DOE7	taxid:9606	taxid:11259
P23528	P0DOE7	taxid:9606	taxid:11259
P23528	P0DTC2	taxid:9606	taxid:2697049
P23528	P0DTC8	taxid:9606	taxid:2697049
P23528	P0DTC8	taxid:9606	taxid:2697049
P23528	P0DTD8	taxid:9606	taxid:2697049
P23528	P15659	taxid:9606	taxid:381518
P23528	P15682	taxid:9606	taxid:381518
P23528	P27487	taxid:9606	taxid:9606
P23528	Q77M19	taxid:9606	taxid:132487
P23634	B9UPF3	taxid:9606	taxid:10580
P23634	G3CKS7	taxid:9606	taxid:10376
P23634	K9UT94	taxid:9606	taxid:10376
P23634	P06460	taxid:9606	taxid:10600
P23634	P06461	taxid:9606	taxid:10600
P23634	P06792	taxid:9606	taxid:333761
P23634	P06927	taxid:9606	taxid:333760
P23634	P0C6Z1	taxid:9606	taxid:82830
P23634	P0C737	taxid:9606	taxid:82830
P23634	P0DTC3	taxid:9606	taxid:2697049
P23634	P0DTC3	taxid:9606	taxid:2697049
P23634	P0DTC5	taxid:9606	taxid:2697049
P23634	P0DTC7	taxid:9606	taxid:2697049
P23634	P0DTD1-PRO_0000449624	taxid:9606	taxid:2697049
P23634	P27487	taxid:9606	taxid:9606
P23634	P35613	taxid:9606	taxid:9606
P23634	P59596	taxid:9606	taxid:694009
P23634	Q1HVB5	taxid:9606	taxid:82830
P23634	Q86T26	taxid:9606	taxid:9606
P23634	Q9NRS4	taxid:9606	taxid:9606
P23634	V9LLT8	taxid:9606	taxid:295027
P23786	O14786	taxid:9606	taxid:9606
P23786	Q77M19	taxid:9606	taxid:132487
P23919	P0DTC3	taxid:9606	taxid:2697049
P24311	Q32ZE1-PRO_0000435839	taxid:9606	taxid:64320
P24390	P0DTD8	taxid:9606	taxid:2697049
P24390	P59596	taxid:9606	taxid:694009
P24534	A0A218M2D5	taxid:9606	taxid:11624
P24534	O09234	taxid:9606	taxid:31634
P24534	P03430	taxid:9606	taxid:381518
P24534	P03454	taxid:9606	taxid:381518
P24534	P03470	taxid:9606	taxid:381518
P24534	P05777	taxid:9606	taxid:381518
P24534	P06428	taxid:9606	taxid:10579
P24534	P0DTC1-PRO_0000449645	taxid:9606	taxid:2697049
P24534	P0DTC9	taxid:9606	taxid:2697049
P24534	P0DTD1-PRO_0000449630	taxid:9606	taxid:2697049
P24534	P15659	taxid:9606	taxid:381518
P24534	P15682	taxid:9606	taxid:381518
P24534	P17385	taxid:9606	taxid:10585
P24534	Q1K9H5	taxid:9606	taxid:381518
P24534	Q69117	taxid:9606	taxid:10376
P24534	Q77M19	taxid:9606	taxid:132487
P24534	Q82506	taxid:9606	taxid:381518
P24539	F5HET1	taxid:9606	taxid:295027
P24539	P03468	taxid:9606	taxid:211044
P24539	P06792	taxid:9606	taxid:333761
P24539	P0DTC1-PRO_0000449637	taxid:9606	taxid:2697049
P24539	P0DTD1-PRO_0000449624	taxid:9606	taxid:2697049
P24539	P0DTD1-PRO_0000449624	taxid:9606	taxid:2697049
P24539	P0DTD1-PRO_0000449624	taxid:9606	taxid:2697049
P24539	P17367	taxid:9606	taxid:10254
P24539	P17385	taxid:9606	taxid:10585
P24539	P29990-PRO_0000037929	taxid:9606	taxid:31634
P24539	P29991-PRO_0000037944	taxid:9606	taxid:31635
P24539	Q20MH4	taxid:9606	taxid:381518
P24539	Q77M19	taxid:9606	taxid:132487
P24539	Q9WB91	taxid:9606	taxid:11706
P24557	P03070	taxid:9606	taxid:1891767
P24557	P0CK50	taxid:9606	taxid:82830
P24557	Q9WMX2-PRO_0000037548	taxid:9606	taxid:333284
P24666	P09992	taxid:9606	taxid:11624
P24666	P0DOE7	taxid:9606	taxid:11259
P24666	Q6SWC7	taxid:9606	taxid:295027
P24752	P06821	taxid:9606	taxid:211044
P24752	P0DTC5	taxid:9606	taxid:2697049
P24752	P0DTC8	taxid:9606	taxid:2697049
P24752	Q80H93	taxid:9606	taxid:694009
P24941	P03070	taxid:9606	taxid:1891767
P24941	P03129	taxid:9606	taxid:333760
P24941	P03129	taxid:9606	taxid:333760
P24941	P0DTD1-PRO_0000449630	taxid:9606	taxid:2697049
P24941	Q77Q36	taxid:9606	taxid:868565
P25325	Q6SW85	taxid:9606	taxid:295027
P25325	Q6SWD3	taxid:9606	taxid:295027
P25398	A0A218M2D5	taxid:9606	taxid:11624
P25398	B4URE7	taxid:9606	taxid:381518
P25398	P03315-PRO_0000041311	taxid:9606	taxid:11033
P25398	P03427	taxid:9606	taxid:381518
P25398	P03430	taxid:9606	taxid:381518
P25398	P03454	taxid:9606	taxid:381518
P25398	P03470	taxid:9606	taxid:381518
P25398	P05777	taxid:9606	taxid:381518
P25398	P05780	taxid:9606	taxid:381518
P25398	P06428	taxid:9606	taxid:10579
P25398	P06477	taxid:9606	taxid:10299
P25398	P08411-PRO_0000446658	taxid:9606	taxid:11033
P25398	P15659	taxid:9606	taxid:381518
P25398	P15682	taxid:9606	taxid:381518
P25398	Q82506	taxid:9606	taxid:381518
P25398	Q89268	taxid:9606	taxid:648242
P25445	F5HE74	taxid:9606	taxid:295027
P25445	G3CKS7	taxid:9606	taxid:10376
P25445	H9EJ66	taxid:9606	taxid:277944
P25445	P03246	taxid:9606	taxid:28285
P25445	P06460	taxid:9606	taxid:10600
P25445	P06792	taxid:9606	taxid:333761
P25445	P0C737	taxid:9606	taxid:82830
P25445	P0CK50	taxid:9606	taxid:82830
P25445	P0CK57	taxid:9606	taxid:82830
P25445	P0DTD8	taxid:9606	taxid:2697049
P25445	Q7TFA1	taxid:9606	taxid:694009
P25705	A0A218M2D5	taxid:9606	taxid:11624
P25705	P03317	taxid:9606	taxid:11034
P25705	P03427	taxid:9606	taxid:381518
P25705	P03454	taxid:9606	taxid:381518
P25705	P03470	taxid:9606	taxid:381518
P25705	P05777	taxid:9606	taxid:381518
P25705	P05780	taxid:9606	taxid:381518
P25705	P09992	taxid:9606	taxid:11624
P25705	P0DTC4	taxid:9606	taxid:2697049
P25705	P0DTD1-PRO_0000449624	taxid:9606	taxid:2697049
P25705	P0DTD1-PRO_0000449633	taxid:9606	taxid:2697049
P25705	P0DTD2	taxid:9606	taxid:2697049
P25705	P0DTD3	taxid:9606	taxid:2697049
P25705	P0DTF1	taxid:9606	taxid:2697049
P25705	P15659	taxid:9606	taxid:381518
P25705	P15682	taxid:9606	taxid:381518
P25705	Q20MH4	taxid:9606	taxid:381518
P25705	Q77M19	taxid:9606	taxid:132487
P25705	Q89268	taxid:9606	taxid:648242
P25705	Q89268	taxid:9606	taxid:648242
P25705	Q89733	taxid:9606	taxid:381518
P25705	Q8AZK7	taxid:9606	taxid:10377
P25774	O00159	taxid:9606	taxid:9606
P25774	O14967	taxid:9606	taxid:9606
P25774	O15027	taxid:9606	taxid:9606
P25774	O43592	taxid:9606	taxid:9606
P25774	O43795	taxid:9606	taxid:9606
P25774	O43795	taxid:9606	taxid:9606
P25774	O60568	taxid:9606	taxid:9606
P25774	O60568	taxid:9606	taxid:9606
P25774	O60613	taxid:9606	taxid:9606
P25774	O60613	taxid:9606	taxid:9606
P25774	O60762	taxid:9606	taxid:9606
P25774	O75083	taxid:9606	taxid:9606
P25774	O75083	taxid:9606	taxid:9606
P25774	O75976	taxid:9606	taxid:9606
P25774	O75976	taxid:9606	taxid:9606
P25774	O94832	taxid:9606	taxid:9606
P25774	O94901	taxid:9606	taxid:9606
P25774	O94905	taxid:9606	taxid:9606
P25774	O94905	taxid:9606	taxid:9606
P25774	O95881	taxid:9606	taxid:9606
P25774	P04439	taxid:9606	taxid:9606
P25774	P04439	taxid:9606	taxid:9606
P25774	P04637	taxid:9606	taxid:9606
P25774	P04637	taxid:9606	taxid:9606
P25774	P04843	taxid:9606	taxid:9606
P25774	P04843	taxid:9606	taxid:9606
P25774	P04844	taxid:9606	taxid:9606
P25774	P04844	taxid:9606	taxid:9606
P25774	P13667	taxid:9606	taxid:9606
P25774	P13667	taxid:9606	taxid:9606
P25774	P13674	taxid:9606	taxid:9606
P25774	P13674	taxid:9606	taxid:9606
P25774	P14625	taxid:9606	taxid:9606
P25774	P14625	taxid:9606	taxid:9606
P25774	P17858	taxid:9606	taxid:9606
P25774	P17858	taxid:9606	taxid:9606
P25774	P23258	taxid:9606	taxid:9606
P25774	P25774	taxid:9606	taxid:9606
P25774	P25774	taxid:9606	taxid:9606
P25774	P30040	taxid:9606	taxid:9606
P25774	P30040	taxid:9606	taxid:9606
P25774	P30101	taxid:9606	taxid:9606
P25774	P30101	taxid:9606	taxid:9606
P25774	P35232	taxid:9606	taxid:9606
P25774	P35232	taxid:9606	taxid:9606
P25774	P39656	taxid:9606	taxid:9606
P25774	P39656	taxid:9606	taxid:9606
P25774	P43490	taxid:9606	taxid:9606
P25774	P46977	taxid:9606	taxid:9606
P25774	P46977	taxid:9606	taxid:9606
P25774	P47897	taxid:9606	taxid:9606
P25774	P49257	taxid:9606	taxid:9606
P25774	P49257	taxid:9606	taxid:9606
P25774	P49755	taxid:9606	taxid:9606
P25774	P49755	taxid:9606	taxid:9606
P25774	P50454	taxid:9606	taxid:9606
P25774	P50454	taxid:9606	taxid:9606
P25774	P54577	taxid:9606	taxid:9606
P25774	P54577	taxid:9606	taxid:9606
P25774	P55145	taxid:9606	taxid:9606
P25774	P55145	taxid:9606	taxid:9606
P25774	P57052	taxid:9606	taxid:9606
P25774	P57052	taxid:9606	taxid:9606
P25774	P61619	taxid:9606	taxid:9606
P25774	P61619	taxid:9606	taxid:9606
P25774	P67936	taxid:9606	taxid:9606
P25774	P67936	taxid:9606	taxid:9606
P25774	P69849	taxid:9606	taxid:9606
P25774	P78527	taxid:9606	taxid:9606
P25774	P78527	taxid:9606	taxid:9606
P25774	P80303	taxid:9606	taxid:9606
P25774	P80303	taxid:9606	taxid:9606
P25774	Q01813	taxid:9606	taxid:9606
P25774	Q02809	taxid:9606	taxid:9606
P25774	Q02809	taxid:9606	taxid:9606
P25774	Q02978	taxid:9606	taxid:9606
P25774	Q02978	taxid:9606	taxid:9606
P25774	Q05707	taxid:9606	taxid:9606
P25774	Q07065	taxid:9606	taxid:9606
P25774	Q07065	taxid:9606	taxid:9606
P25774	Q12792	taxid:9606	taxid:9606
P25774	Q13162	taxid:9606	taxid:9606
P25774	Q13162	taxid:9606	taxid:9606
P25774	Q13217	taxid:9606	taxid:9606
P25774	Q13217	taxid:9606	taxid:9606
P25774	Q13438	taxid:9606	taxid:9606
P25774	Q13438	taxid:9606	taxid:9606
P25774	Q13724	taxid:9606	taxid:9606
P25774	Q13813	taxid:9606	taxid:9606
P25774	Q14696	taxid:9606	taxid:9606
P25774	Q14696	taxid:9606	taxid:9606
P25774	Q14697	taxid:9606	taxid:9606
P25774	Q14697	taxid:9606	taxid:9606
P25774	Q15046	taxid:9606	taxid:9606
P25774	Q15165	taxid:9606	taxid:9606
P25774	Q15165	taxid:9606	taxid:9606
P25774	Q15293	taxid:9606	taxid:9606
P25774	Q15293	taxid:9606	taxid:9606
P25774	Q15773	taxid:9606	taxid:9606
P25774	Q16775	taxid:9606	taxid:9606
P25774	Q4G148	taxid:9606	taxid:9606
P25774	Q4G148	taxid:9606	taxid:9606
P25774	Q53GQ0	taxid:9606	taxid:9606
P25774	Q53GQ0	taxid:9606	taxid:9606
P25774	Q5JRA6	taxid:9606	taxid:9606
P25774	Q5JTV8	taxid:9606	taxid:9606
P25774	Q5JTV8	taxid:9606	taxid:9606
P25774	Q5SRE5	taxid:9606	taxid:9606
P25774	Q5T4S7	taxid:9606	taxid:9606
P25774	Q5T4S7	taxid:9606	taxid:9606
P25774	Q5XKP0	taxid:9606	taxid:9606
P25774	Q6UXH1	taxid:9606	taxid:9606
P25774	Q6ZXV5	taxid:9606	taxid:9606
P25774	Q70UQ0	taxid:9606	taxid:9606
P25774	Q70UQ0	taxid:9606	taxid:9606
P25774	Q7Z4H8	taxid:9606	taxid:9606
P25774	Q7Z739	taxid:9606	taxid:9606
P25774	Q8IV08	taxid:9606	taxid:9606
P25774	Q8IV08	taxid:9606	taxid:9606
P25774	Q8IXB1	taxid:9606	taxid:9606
P25774	Q8IXB1	taxid:9606	taxid:9606
P25774	Q8N766	taxid:9606	taxid:9606
P25774	Q8N766	taxid:9606	taxid:9606
P25774	Q8N9T8	taxid:9606	taxid:9606
P25774	Q8NBJ5	taxid:9606	taxid:9606
P25774	Q8NBJ5	taxid:9606	taxid:9606
P25774	Q8NI60	taxid:9606	taxid:9606
P25774	Q8TCJ2	taxid:9606	taxid:9606
P25774	Q8TCJ2	taxid:9606	taxid:9606
P25774	Q8TEM1	taxid:9606	taxid:9606
P25774	Q8TEM1	taxid:9606	taxid:9606
P25774	Q8TEX9	taxid:9606	taxid:9606
P25774	Q8TEX9	taxid:9606	taxid:9606
P25774	Q92614	taxid:9606	taxid:9606
P25774	Q969H8	taxid:9606	taxid:9606
P25774	Q96AE7	taxid:9606	taxid:9606
P25774	Q96AE7	taxid:9606	taxid:9606
P25774	Q96AY3	taxid:9606	taxid:9606
P25774	Q96AY3	taxid:9606	taxid:9606
P25774	Q96HE7	taxid:9606	taxid:9606
P25774	Q96HE7	taxid:9606	taxid:9606
P25774	Q96S52	taxid:9606	taxid:9606
P25774	Q96T76	taxid:9606	taxid:9606
P25774	Q99470	taxid:9606	taxid:9606
P25774	Q99942	taxid:9606	taxid:9606
P25774	Q9BS26	taxid:9606	taxid:9606
P25774	Q9BT09	taxid:9606	taxid:9606
P25774	Q9BT09	taxid:9606	taxid:9606
P25774	Q9BWS9	taxid:9606	taxid:9606
P25774	Q9H488	taxid:9606	taxid:9606
P25774	Q9H488	taxid:9606	taxid:9606
P25774	Q9H7B2	taxid:9606	taxid:9606
P25774	Q9HAV4	taxid:9606	taxid:9606
P25774	Q9HAV4	taxid:9606	taxid:9606
P25774	Q9HCN8	taxid:9606	taxid:9606
P25774	Q9HCN8	taxid:9606	taxid:9606
P25774	Q9NS69	taxid:9606	taxid:9606
P25774	Q9NXW2	taxid:9606	taxid:9606
P25774	Q9NYU1	taxid:9606	taxid:9606
P25774	Q9NYU1	taxid:9606	taxid:9606
P25774	Q9NYU2	taxid:9606	taxid:9606
P25774	Q9NYU2	taxid:9606	taxid:9606
P25774	Q9UBR2	taxid:9606	taxid:9606
P25774	Q9UBS4	taxid:9606	taxid:9606
P25774	Q9UBS4	taxid:9606	taxid:9606
P25774	Q9UBV2	taxid:9606	taxid:9606
P25774	Q9UBV2	taxid:9606	taxid:9606
P25774	Q9UJS0	taxid:9606	taxid:9606
P25774	Q9UKD2	taxid:9606	taxid:9606
P25774	Q9UKM9	taxid:9606	taxid:9606
P25774	Q9UKM9	taxid:9606	taxid:9606
P25774	Q9UM54	taxid:9606	taxid:9606
P25774	Q9UM54	taxid:9606	taxid:9606
P25774	Q9UNW1	taxid:9606	taxid:9606
P25774	Q9UNW1	taxid:9606	taxid:9606
P25774	Q9Y2B0	taxid:9606	taxid:9606
P25774	Q9Y2B0	taxid:9606	taxid:9606
P25774	Q9Y3T9	taxid:9606	taxid:9606
P25774	Q9Y4L1	taxid:9606	taxid:9606
P25774	Q9Y4L1	taxid:9606	taxid:9606
P25774	Q9Y5M8	taxid:9606	taxid:9606
P25786	B4URF7	taxid:9606	taxid:381518
P25786	G3CKS7	taxid:9606	taxid:10376
P25786	P03070	taxid:9606	taxid:1891767
P25786	P03126	taxid:9606	taxid:333760
P25786	P03427	taxid:9606	taxid:381518
P25786	P03430	taxid:9606	taxid:381518
P25786	P03454	taxid:9606	taxid:381518
P25786	P03470	taxid:9606	taxid:381518
P25786	P04578	taxid:9606	taxid:11706
P25786	P14079	taxid:9606	taxid:11927
P25786	P14079	taxid:9606	taxid:11927
P25786	P29990-PRO_0000037929	taxid:9606	taxid:31634
P25786	Q1HVD3	taxid:9606	taxid:82830
P25786	Q1HVJ2	taxid:9606	taxid:82830
P25787	B4URF7	taxid:9606	taxid:381518
P25787	P03452	taxid:9606	taxid:211044
P25787	P04608	taxid:9606	taxid:11706
P25787	P06422	taxid:9606	taxid:10579
P25787	P06423	taxid:9606	taxid:10586
P25787	P06921	taxid:9606	taxid:333923
P25787	P36780	taxid:9606	taxid:10621
P25787	P59636	taxid:9606	taxid:694009
P25787	P59636	taxid:9606	taxid:694009
P25787	Q1HVJ2	taxid:9606	taxid:82830
P25787	Q1K9H5	taxid:9606	taxid:381518
