Host_protein	Pathogen_Protein	Host_taxid	Pathogen_taxid
Q96ER9	P0C6X7-PRO_0000037314	taxid:9606	taxid:694009
Q96EY1	A0A060A633	taxid:9606	taxid:10407
Q96EY1	A0A060A633	taxid:9606	taxid:10407
Q96EY1	B4URF7	taxid:9606	taxid:381518
Q96EY1	B9UPF3	taxid:9606	taxid:10580
Q96EY1	G3CKS7	taxid:9606	taxid:10376
Q96EY1	O15393	taxid:9606	taxid:9606
Q96EY1	P02786	taxid:9606	taxid:9606
Q96EY1	P03129	taxid:9606	taxid:333760
Q96EY1	P03427	taxid:9606	taxid:381518
Q96EY1	P03428	taxid:9606	taxid:211044
Q96EY1	P03430	taxid:9606	taxid:381518
Q96EY1	P03452	taxid:9606	taxid:211044
Q96EY1	P03470	taxid:9606	taxid:381518
Q96EY1	P04488	taxid:9606	taxid:10299
Q96EY1	P05777	taxid:9606	taxid:381518
Q96EY1	P06461	taxid:9606	taxid:10600
Q96EY1	P06464	taxid:9606	taxid:10600
Q96EY1	P06464	taxid:9606	taxid:10600
Q96EY1	P06821	taxid:9606	taxid:211044
Q96EY1	P06932	taxid:9606	taxid:333923
Q96EY1	P06932	taxid:9606	taxid:333923
Q96EY1	P09958	taxid:9606	taxid:9606
Q96EY1	P0C6N0	taxid:9606	taxid:82830
Q96EY1	P0C6N0	taxid:9606	taxid:82830
Q96EY1	P0CK57	taxid:9606	taxid:82830
Q96EY1	P0DTC3	taxid:9606	taxid:2697049
Q96EY1	P0DTC3	taxid:9606	taxid:2697049
Q96EY1	P0DTC5	taxid:9606	taxid:2697049
Q96EY1	P0DTC5	taxid:9606	taxid:2697049
Q96EY1	P0DTD1-PRO_0000449632	taxid:9606	taxid:2697049
Q96EY1	P0DTD1-PRO_0000449632	taxid:9606	taxid:2697049
Q96EY1	P0DTD2	taxid:9606	taxid:2697049
Q96EY1	P10193	taxid:9606	taxid:10299
Q96EY1	P10193	taxid:9606	taxid:10299
Q96EY1	P15659	taxid:9606	taxid:381518
Q96EY1	P27487	taxid:9606	taxid:9606
Q96EY1	P36827	taxid:9606	taxid:333763
Q96EY1	Q01628	taxid:9606	taxid:9606
Q96EY1	Q1HVD3	taxid:9606	taxid:82830
Q96EY1	Q1K9H5	taxid:9606	taxid:381518
Q96EY1	Q69140	taxid:9606	taxid:82830
Q96EY1	Q86T26	taxid:9606	taxid:9606
Q96EY1	Q9WC28	taxid:9606	taxid:512346
Q96EY1	Q9WMX2-PRO_0000037551	taxid:9606	taxid:333284
Q96EY7	F5HC97	taxid:9606	taxid:295027
Q96EY7	P03427	taxid:9606	taxid:381518
Q96EY7	P03428	taxid:9606	taxid:211044
Q96EY7	P03431	taxid:9606	taxid:211044
Q96EY7	P03433	taxid:9606	taxid:211044
Q96EY7	P03470	taxid:9606	taxid:381518
Q96EY7	P03496	taxid:9606	taxid:211044
Q96EY7	P03508	taxid:9606	taxid:211044
Q96EY7	P0DTD1-PRO_0000449630	taxid:9606	taxid:2697049
Q96EY7	P15682	taxid:9606	taxid:381518
Q96EY7	P17383	taxid:9606	taxid:10585
Q96EY7	P17388	taxid:9606	taxid:10585
Q96EY7	P19712-PRO_0000038050	taxid:9606	taxid:11097
Q96EY7	P29991-PRO_0000037936	taxid:9606	taxid:31635
Q96EY7	Q05323	taxid:9606	taxid:128952
Q96EY7	Q1K9H2	taxid:9606	taxid:381518
Q96EY8	Q20MH3	taxid:9606	taxid:381518
Q96F15	Q9WB91	taxid:9606	taxid:11706
Q96FJ2	K9N4V7	taxid:9606	taxid:1263720
Q96FJ2	P03410	taxid:9606	taxid:11909
Q96FJ2	P03410	taxid:9606	taxid:11909
Q96FJ2	P03508	taxid:9606	taxid:211044
Q96FJ2	P08543	taxid:9606	taxid:10299
Q96FJ2	P08543	taxid:9606	taxid:10299
Q96FJ2	P0C206	taxid:9606	taxid:11927
Q96FJ2	P0C206	taxid:9606	taxid:11927
Q96FJ2	P0C206	taxid:9606	taxid:11927
Q96FJ2	Q05127	taxid:9606	taxid:128952
Q96FJ2	Q20MD1	taxid:9606	taxid:385599
Q96FJ2	Q85601	taxid:9606	taxid:11909
Q96FJ2	Q85601	taxid:9606	taxid:11909
Q96FJ2	Q85601	taxid:9606	taxid:11909
Q96FW1	F5HC79	taxid:9606	taxid:295027
Q96FX7	A0A024B7W1-PRO_0000443019	taxid:9606	taxid:2043570
Q96FX7	P88925	taxid:9606	taxid:435895
Q96FX8	P29996	taxid:9606	taxid:31762
Q96FZ7	P03433	taxid:9606	taxid:211044
Q96G23	B4URF0	taxid:9606	taxid:381518
Q96G23	F5HE74	taxid:9606	taxid:295027
Q96G23	O14786	taxid:9606	taxid:9606
Q96G23	P06460	taxid:9606	taxid:10600
Q96G23	P06792	taxid:9606	taxid:333761
Q96G23	P0DTC3	taxid:9606	taxid:2697049
Q96G23	P0DTC5	taxid:9606	taxid:2697049
Q96G23	P0DTD1-PRO_0000449624	taxid:9606	taxid:2697049
Q96G23	P0DTD1-PRO_0000449624	taxid:9606	taxid:2697049
Q96G23	P27487	taxid:9606	taxid:9606
Q96G23	Q2HRD4	taxid:9606	taxid:868565
Q96G23	Q9WB91	taxid:9606	taxid:11706
Q96GC5	A0A024B7W1-PRO_0000443019	taxid:9606	taxid:2043570
Q96GC5	P06427	taxid:9606	taxid:10586
Q96GC5	P29991-PRO_0000037936	taxid:9606	taxid:31635
Q96GC5	Q32ZE1-PRO_0000435829	taxid:9606	taxid:64320
Q96GF1	F5HDE7	taxid:9606	taxid:295027
Q96GK7	Q6SW29	taxid:9606	taxid:295027
Q96GQ5	F5HDE7	taxid:9606	taxid:295027
Q96GQ5	P04578	taxid:9606	taxid:11706
Q96GQ5	P0DTD8	taxid:9606	taxid:2697049
Q96GQ5	Q7TFA1	taxid:9606	taxid:694009
Q96H55	P0DTD1-PRO_0000449619	taxid:9606	taxid:2697049
Q96HE7	P02786	taxid:9606	taxid:9606
Q96HE7	P04578	taxid:9606	taxid:11706
Q96HE7	P0DTC3	taxid:9606	taxid:2697049
Q96HE7	Q7TFA0	taxid:9606	taxid:694009
Q96HH9	B9UPF3	taxid:9606	taxid:10580
Q96HH9	F5HAC7	taxid:9606	taxid:295027
Q96HH9	P06461	taxid:9606	taxid:10600
Q96HJ9	O15393	taxid:9606	taxid:9606
Q96HJ9	P13164	taxid:9606	taxid:9606
Q96HJ9	Q01628	taxid:9606	taxid:9606
Q96HR9	A0A024B7W1-PRO_0000443029	taxid:9606	taxid:2043570
Q96HR9	F5HC33	taxid:9606	taxid:295027
Q96HR9	F5HE74	taxid:9606	taxid:295027
Q96HR9	P0DTC5	taxid:9606	taxid:2697049
Q96HR9	P0DTC5	taxid:9606	taxid:2697049
Q96HR9	P19739	taxid:9606	taxid:11137
Q96HR9	Q05320	taxid:9606	taxid:128952
Q96HR9	Q32ZE1-PRO_0000435839	taxid:9606	taxid:64320
Q96HS1	A0A218M2D5	taxid:9606	taxid:11624
Q96HS1	B8ZX42	taxid:9606	taxid:493803
Q96HS1	P03427	taxid:9606	taxid:381518
Q96HS1	P03430	taxid:9606	taxid:381518
Q96HS1	P03433	taxid:9606	taxid:211044
Q96HS1	P03470	taxid:9606	taxid:381518
Q96HS1	P05777	taxid:9606	taxid:381518
Q96HS1	P09992	taxid:9606	taxid:11624
Q96HS1	P15682	taxid:9606	taxid:381518
Q96HS1	P17388	taxid:9606	taxid:10585
Q96HS1	Q05127	taxid:9606	taxid:128952
Q96HS1	Q20MH8	taxid:9606	taxid:381518
Q96HS1	Q6SW92	taxid:9606	taxid:295027
Q96HY6	O15393	taxid:9606	taxid:9606
Q96HY6	P02786	taxid:9606	taxid:9606
Q96HY6	P0DTC5	taxid:9606	taxid:2697049
Q96HY6	P0DTC5	taxid:9606	taxid:2697049
Q96HY6	P0DTC7	taxid:9606	taxid:2697049
Q96HY6	P0DTD1-PRO_0000449624	taxid:9606	taxid:2697049
Q96HY6	Q86T26	taxid:9606	taxid:9606
Q96I59	P0DTC5	taxid:9606	taxid:2697049
Q96I59	P0DTD1-PRO_0000449626	taxid:9606	taxid:2697049
Q96I59	P0DTD1-PRO_0000449626	taxid:9606	taxid:2697049
Q96I59	Q1K9H2	taxid:9606	taxid:381518
Q96I59	Q80H93	taxid:9606	taxid:694009
Q96I99	F5HG68	taxid:9606	taxid:295027
Q96IK5	P03466	taxid:9606	taxid:211044
Q96IK5	P03466	taxid:9606	taxid:211044
Q96IK5	P04020	taxid:9606	taxid:10580
Q96IK5	Q1HVG4	taxid:9606	taxid:82830
Q96IK5	Q1HVG4	taxid:9606	taxid:82830
Q96IK5	Q20MD2	taxid:9606	taxid:385599
Q96IK5	Q20MD2	taxid:9606	taxid:385599
Q96IV0	F5HGP1	taxid:9606	taxid:295027
Q96IV0	K9N7C7-PRO_0000422453	taxid:9606	taxid:1263720
Q96IV0	O15393	taxid:9606	taxid:9606
Q96IV0	P03468	taxid:9606	taxid:211044
Q96IV0	P04578	taxid:9606	taxid:11706
Q96IV0	P0DTC2	taxid:9606	taxid:2697049
Q96IV0	P0DTC7-PRO_0000449654	taxid:9606	taxid:2697049
Q96IV0	P0DTC8	taxid:9606	taxid:2697049
Q96IV0	Q86T26	taxid:9606	taxid:9606
Q96IV0	Q99IB8-PRO_0000045596	taxid:9606	taxid:356411
Q96IV0	Q9NRS4	taxid:9606	taxid:9606
Q96IX5	B8ZX42	taxid:9606	taxid:493803
Q96IX5	B8ZX49	taxid:9606	taxid:493803
Q96IX5	B9UPF3	taxid:9606	taxid:10580
Q96IX5	G3CKS7	taxid:9606	taxid:10376
Q96IX5	P03246	taxid:9606	taxid:28285
Q96IX5	P05777	taxid:9606	taxid:381518
Q96IX5	P05780	taxid:9606	taxid:381518
Q96IX5	P06460	taxid:9606	taxid:10600
Q96IX5	P06461	taxid:9606	taxid:10600
Q96IX5	P06792	taxid:9606	taxid:333761
Q96IX5	P0C6Z1	taxid:9606	taxid:82830
Q96IX5	P0C737	taxid:9606	taxid:82830
Q96IX5	P0CK50	taxid:9606	taxid:82830
Q96IX5	P0CK57	taxid:9606	taxid:82830
Q96IX5	P15659	taxid:9606	taxid:381518
Q96IX5	Q77M19	taxid:9606	taxid:132487
Q96JB2	P0DTC7	taxid:9606	taxid:2697049
Q96JB2	Q20MH8	taxid:9606	taxid:381518
Q96JB2	Q99IB8-PRO_0000045597	taxid:9606	taxid:356411
Q96JB5	F5HDD3	taxid:9606	taxid:295027
Q96JB5	O15393	taxid:9606	taxid:9606
Q96JB5	P09958	taxid:9606	taxid:9606
Q96JB5	P0DTC2	taxid:9606	taxid:2697049
Q96JB5	P0DTC5	taxid:9606	taxid:2697049
Q96JB5	P0DTC5	taxid:9606	taxid:2697049
Q96JB5	P0DTC7	taxid:9606	taxid:2697049
Q96JB5	P0DTD1-PRO_0000449624	taxid:9606	taxid:2697049
Q96JB5	P0DTD1-PRO_0000449624	taxid:9606	taxid:2697049
Q96JB5	P27487	taxid:9606	taxid:9606
Q96JB5	P59635	taxid:9606	taxid:694009
Q96JB5	Q76RI2	taxid:9606	taxid:37296
Q96JB5	Q86T26	taxid:9606	taxid:9606
Q96JB5	Q8WXI8	taxid:9606	taxid:9606
Q96JB5	Q9NRS4	taxid:9606	taxid:9606
Q96JB5	Q9ULY5	taxid:9606	taxid:9606
Q96JI7	P0DTC5	taxid:9606	taxid:2697049
Q96JJ7	B8ZX49	taxid:9606	taxid:493803
Q96JJ7	B9UPF3	taxid:9606	taxid:10580
Q96JJ7	G3CKS7	taxid:9606	taxid:10376
Q96JJ7	P03081	taxid:9606	taxid:1891767
Q96JJ7	P03246	taxid:9606	taxid:28285
Q96JJ7	P03452	taxid:9606	taxid:211044
Q96JJ7	P03468	taxid:9606	taxid:211044
Q96JJ7	P04578	taxid:9606	taxid:11706
Q96JJ7	P05777	taxid:9606	taxid:381518
Q96JJ7	P05780	taxid:9606	taxid:381518
Q96JJ7	P06460	taxid:9606	taxid:10600
Q96JJ7	P06461	taxid:9606	taxid:10600
Q96JJ7	P06792	taxid:9606	taxid:333761
Q96JJ7	P06821	taxid:9606	taxid:211044
Q96JJ7	P06927	taxid:9606	taxid:333760
Q96JJ7	P0C6Z1	taxid:9606	taxid:82830
Q96JJ7	P0C737	taxid:9606	taxid:82830
Q96JJ7	P0CK50	taxid:9606	taxid:82830
Q96JJ7	P0CK57	taxid:9606	taxid:82830
Q96JJ7	Q99IB8-PRO_0000045597	taxid:9606	taxid:356411
Q96JK2	Q32ZE1-PRO_0000435842	taxid:9606	taxid:64320
Q96JK2	V9LLU8	taxid:9606	taxid:295027
Q96K37	F5HGU6	taxid:9606	taxid:295027
Q96K37	P06460	taxid:9606	taxid:10600
Q96K37	P06792	taxid:9606	taxid:333761
Q96K49	P06460	taxid:9606	taxid:10600
Q96K49	P06463	taxid:9606	taxid:333761
Q96KA5	F5HC33	taxid:9606	taxid:295027
Q96KA5	H9EJ66	taxid:9606	taxid:277944
Q96KA5	P03468	taxid:9606	taxid:211044
Q96KA5	P04578	taxid:9606	taxid:11706
Q96KA5	Q9NRS4	taxid:9606	taxid:9606
Q96KQ4	Q2KRY7	taxid:9606	taxid:28285
Q96KQ4	Q32ZE1-PRO_0000435839	taxid:9606	taxid:64320
Q96L92	A2ICZ0	taxid:9606	taxid:11137
Q96L92	F5HDK1	taxid:9606	taxid:295027
Q96L92	P03126	taxid:9606	taxid:333760
Q96L92	P06463	taxid:9606	taxid:333761
Q96L92	P06463	taxid:9606	taxid:333761
Q96L92	P06463	taxid:9606	taxid:333761
Q96L92	P0DTC3	taxid:9606	taxid:2697049
Q96L92	P59633	taxid:9606	taxid:694009
Q96L92	Q6SWB7	taxid:9606	taxid:295027
Q96LA8	P04608	taxid:9606	taxid:11706
Q96LA8	Q2HRB6	taxid:9606	taxid:868565
Q96LB3	Q6SW29	taxid:9606	taxid:295027
Q96LJ7	F5HC79	taxid:9606	taxid:295027
Q96LL9	P06929	taxid:9606	taxid:10583
Q96LU5	Q7TFA1	taxid:9606	taxid:694009
Q96LW7	A0A024B7W1-PRO_0000443029	taxid:9606	taxid:2043570
Q96LW7	Q32ZE1-PRO_0000435839	taxid:9606	taxid:64320
Q96MW5	A0A024B7W1-PRO_0000443029	taxid:9606	taxid:2043570
Q96MW5	A6YJF2	taxid:9606	taxid:442553
Q96MW5	P19739	taxid:9606	taxid:11137
Q96MW5	P88926	taxid:9606	taxid:435895
Q96MW5	Q0A2H1	taxid:9606	taxid:402527
Q96MW5	Q20MH4	taxid:9606	taxid:381518
Q96MW5	Q20P38	taxid:9606	taxid:380337
Q96MW5	Q2PJP1	taxid:9606	taxid:363744
Q96MW5	Q32ZE1-PRO_0000435839	taxid:9606	taxid:64320
Q96MW5	Q6DP94	taxid:9606	taxid:644788
Q96MW5	Q99IB8-PRO_0000045597	taxid:9606	taxid:356411
Q96MW5	R9WKI0	taxid:9606	taxid:1343791
Q96N66	B8ZX49	taxid:9606	taxid:493803
Q96N66	B9UPF3	taxid:9606	taxid:10580
Q96N66	G3CKS7	taxid:9606	taxid:10376
Q96N66	K9UT94	taxid:9606	taxid:10376
Q96N66	O36551	taxid:9606	taxid:37296
Q96N66	P03070	taxid:9606	taxid:1891767
Q96N66	P03246	taxid:9606	taxid:28285
Q96N66	P05780	taxid:9606	taxid:381518
Q96N66	P06428	taxid:9606	taxid:10579
Q96N66	P06460	taxid:9606	taxid:10600
Q96N66	P06461	taxid:9606	taxid:10600
Q96N66	P06792	taxid:9606	taxid:333761
Q96N66	P06927	taxid:9606	taxid:333760
Q96N66	P0C6Z1	taxid:9606	taxid:82830
Q96N66	P0C737	taxid:9606	taxid:82830
Q96N66	P0CK48	taxid:9606	taxid:82830
Q96N66	P0CK50	taxid:9606	taxid:82830
Q96N66	P0CK57	taxid:9606	taxid:82830
Q96N66	P29991-PRO_0000037944	taxid:9606	taxid:31635
Q96N66	Q1HVJ2	taxid:9606	taxid:82830
Q96N66	Q69117	taxid:9606	taxid:10376
Q96N66	Q81983	taxid:9606	taxid:333923
Q96NB2	P29991-PRO_0000037944	taxid:9606	taxid:31635
Q96ND0	P29990-PRO_0000037929	taxid:9606	taxid:31634
Q96ND0	P29991-PRO_0000037943	taxid:9606	taxid:31635
Q96NR8	F5HC79	taxid:9606	taxid:295027
Q96NR8	P0DTD1-PRO_0000449624	taxid:9606	taxid:2697049
Q96NT0	F5H9I4	taxid:9606	taxid:295027
Q96NT0	F5HE69	taxid:9606	taxid:295027
Q96NT0	O15393	taxid:9606	taxid:9606
Q96NT0	P0DTC3	taxid:9606	taxid:2697049
Q96NT0	P0DTD8	taxid:9606	taxid:2697049
Q96NT0	P19739	taxid:9606	taxid:11137
Q96NT0	Q7TFA1	taxid:9606	taxid:694009
Q96NT0	Q86T26	taxid:9606	taxid:9606
Q96NT0	Q9NRS4	taxid:9606	taxid:9606
Q96NT0	Q9ULY5	taxid:9606	taxid:9606
Q96P70	A0A6B9W2G5	taxid:9606	taxid:2697049
Q96P70	P03468	taxid:9606	taxid:211044
Q96P70	P03470	taxid:9606	taxid:381518
Q96P70	P05777	taxid:9606	taxid:381518
Q96P70	P05780	taxid:9606	taxid:381518
Q96P70	P0C737	taxid:9606	taxid:82830
Q96P70	Q1K9H5	taxid:9606	taxid:381518
Q96P70	Q20MH8	taxid:9606	taxid:381518
Q96P70	Q9WB91	taxid:9606	taxid:11706
Q96PD2	H9EJ66	taxid:9606	taxid:277944
Q96PD2	P0DTC3	taxid:9606	taxid:2697049
Q96PD2	P0DTD8	taxid:9606	taxid:2697049
Q96PD2	P59633	taxid:9606	taxid:694009
Q96PG8	P24356	taxid:9606	taxid:10254
Q96PY6	Q98143	taxid:9606	taxid:37296
Q96Q11	Q8JSN8	taxid:9606	taxid:158611
Q96QE5	P06422	taxid:9606	taxid:10579
Q96QE5	P06423	taxid:9606	taxid:10586
Q96QE5	P06921	taxid:9606	taxid:333923
Q96QE5	P24830	taxid:9606	taxid:10588
Q96QE5	P36778	taxid:9606	taxid:10614
Q96QE5	P36780	taxid:9606	taxid:10621
Q96QE5	Q77UU1	taxid:9606	taxid:31552
Q96QK1	P06463	taxid:9606	taxid:333761
Q96QK1	P0DTD1-PRO_0000449626	taxid:9606	taxid:2697049
Q96QK1	P0DTD1-PRO_0000449627	taxid:9606	taxid:2697049
Q96RL7	P0DTC5	taxid:9606	taxid:2697049
Q96RL7	P59596	taxid:9606	taxid:694009
Q96RP9	F5HDD3	taxid:9606	taxid:295027
Q96RP9	Q6SW87	taxid:9606	taxid:295027
Q96RP9	Q6SWD3	taxid:9606	taxid:295027
Q96RP9	Q80H93	taxid:9606	taxid:694009
Q96RQ3	F5HA10	taxid:9606	taxid:295027
Q96RQ9	P04298	taxid:9606	taxid:10254
Q96RR1	Q9QR71	taxid:9606	taxid:868565
Q96RS0	K9N4V0	taxid:9606	taxid:1263720
Q96RT1	F5HG98	taxid:9606	taxid:295027
Q96S52	K9N638-PRO_0000422457	taxid:9606	taxid:1263720
Q96S52	P06460	taxid:9606	taxid:10600
Q96S52	P06792	taxid:9606	taxid:333761
Q96S52	P06927	taxid:9606	taxid:333760
Q96S52	P0CK57	taxid:9606	taxid:82830
Q96S52	P0CK57	taxid:9606	taxid:82830
Q96S52	P0CK57	taxid:9606	taxid:82830
Q96S52	P0DTD1-PRO_0000449624	taxid:9606	taxid:2697049
Q96S52	P0DTD1-PRO_0000449624	taxid:9606	taxid:2697049
Q96S52	P0DTD3	taxid:9606	taxid:2697049
Q96S52	P0DTD3	taxid:9606	taxid:2697049
Q96S52	P17385	taxid:9606	taxid:10585
Q96S52	P29991-PRO_0000037944	taxid:9606	taxid:31635
Q96S52	Q99IB8-PRO_0000045596	taxid:9606	taxid:356411
Q96S52	Q99IB8-PRO_0000045597	taxid:9606	taxid:356411
Q96S55	B9UPF3	taxid:9606	taxid:10580
Q96S55	P06428	taxid:9606	taxid:10579
Q96S55	P17386	taxid:9606	taxid:10585
Q96S55	P29991-PRO_0000037945	taxid:9606	taxid:31635
Q96S66	K9N7D2	taxid:9606	taxid:1263720
Q96S66	O15393	taxid:9606	taxid:9606
Q96S66	P06460	taxid:9606	taxid:10600
Q96S66	P06927	taxid:9606	taxid:333760
Q96S66	P09958	taxid:9606	taxid:9606
Q96S66	P0DTC3	taxid:9606	taxid:2697049
Q96S66	P0DTC3	taxid:9606	taxid:2697049
Q96S66	P0DTC3	taxid:9606	taxid:2697049
Q96S66	P0DTC3	taxid:9606	taxid:2697049
Q96S66	P0DTC3	taxid:9606	taxid:2697049
Q96S66	P0DTC3	taxid:9606	taxid:2697049
Q96S66	P0DTC3	taxid:9606	taxid:2697049
Q96S66	P0DTC3-PRO_0000449650	taxid:9606	taxid:2697049
Q96S66	P0DTC5	taxid:9606	taxid:2697049
Q96S66	P0DTD1-PRO_0000449624	taxid:9606	taxid:2697049
Q96S66	P0DTD1-PRO_0000449624	taxid:9606	taxid:2697049
Q96S66	P0DTD3	taxid:9606	taxid:2697049
Q96S66	P19739	taxid:9606	taxid:11137
Q96S66	P27487	taxid:9606	taxid:9606
Q96S66	P59632	taxid:9606	taxid:694009
Q96S66	P59632	taxid:9606	taxid:694009
Q96S66	Q86T26	taxid:9606	taxid:9606
Q96SB4	A0A6B9W2G5	taxid:9606	taxid:2697049
Q96SB4	P03430	taxid:9606	taxid:381518
Q96SB4	P03470	taxid:9606	taxid:381518
Q96SB4	P05777	taxid:9606	taxid:381518
Q96SB4	P06922	taxid:9606	taxid:333760
Q96SB4	P0DTD1-PRO_0000449619	taxid:9606	taxid:2697049
Q96SB4	P0DTD1-PRO_0000449626	taxid:9606	taxid:2697049
Q96SB4	P15682	taxid:9606	taxid:381518
Q96SB4	P17383	taxid:9606	taxid:10585
Q96SB4	P29991-PRO_0000037936	taxid:9606	taxid:31635
Q96SB4	Q1HVF7	taxid:9606	taxid:82830
Q96ST8	P88983	taxid:9606	taxid:33708
Q96T21	P03433	taxid:9606	taxid:211044
Q96T21	P03433	taxid:9606	taxid:211044
Q96T21	Q9WMX2-PRO_0000037548	taxid:9606	taxid:333284
Q96T21	Q9WMX2-PRO_0000037548	taxid:9606	taxid:333284
Q96T51	P0DTC6	taxid:9606	taxid:2697049
Q96T51	P0DTD8	taxid:9606	taxid:2697049
Q96T60	P04620	taxid:9606	taxid:11686
Q96T76	O14786	taxid:9606	taxid:9606
Q96T76	O92835	taxid:9606	taxid:11060
Q96T76	O95985	taxid:9606	taxid:9606
Q96T76	O95985	taxid:9606	taxid:9606
Q96T76	P03452	taxid:9606	taxid:211044
Q96T76	P03468	taxid:9606	taxid:211044
Q96T76	P05780	taxid:9606	taxid:381518
Q96T76	P06428	taxid:9606	taxid:10579
Q96T76	Q20MH8	taxid:9606	taxid:381518
Q96T76	Q77M19	taxid:9606	taxid:132487
Q96TA2	F5HB41	taxid:9606	taxid:295027
Q96TA2	F5HG68	taxid:9606	taxid:295027
Q96TA2	P06930	taxid:9606	taxid:333923
Q96TA2	P0DTC9	taxid:9606	taxid:2697049
Q96TA2	P0DTD1-PRO_0000449626	taxid:9606	taxid:2697049
Q96TA2	P0DTD1-PRO_0000449633	taxid:9606	taxid:2697049
Q96TA2	P29990-PRO_0000037929	taxid:9606	taxid:31634
Q96TA2	Q05322	taxid:9606	taxid:128952
Q96TA2	Q05322	taxid:9606	taxid:128952
Q96TA2	Q6SW92	taxid:9606	taxid:295027
Q96TA2	Q99IB8-PRO_0000045596	taxid:9606	taxid:356411
Q96TC7	A0A024B7W1-PRO_0000443029	taxid:9606	taxid:2043570
Q96TC7	B9UPF3	taxid:9606	taxid:10580
Q96TC7	F5H8R0	taxid:9606	taxid:295027
Q96TC7	F5HBC6	taxid:9606	taxid:295027
Q96TC7	P03129	taxid:9606	taxid:333760
Q96TC7	P06460	taxid:9606	taxid:10600
Q96TC7	P06792	taxid:9606	taxid:333761
Q96TC7	P0C6Z1	taxid:9606	taxid:82830
Q96TC7	P29991-PRO_0000037944	taxid:9606	taxid:31635
Q96TC7	Q32ZE1-PRO_0000435839	taxid:9606	taxid:64320
Q96TC7	Q6SW92	taxid:9606	taxid:295027
Q99417	P29991-PRO_0000308465	taxid:9606	taxid:31635
Q99439	P0CK48	taxid:9606	taxid:82830
Q99439	P0CK57	taxid:9606	taxid:82830
Q99442	G3CKS7	taxid:9606	taxid:10376
Q99442	P05780	taxid:9606	taxid:381518
Q99442	P06460	taxid:9606	taxid:10600
Q99442	P06792	taxid:9606	taxid:333761
Q99442	P06927	taxid:9606	taxid:333760
Q99442	P29991-PRO_0000037944	taxid:9606	taxid:31635
Q99442	Q98146	taxid:9606	taxid:868565
Q99470	F5HC33	taxid:9606	taxid:295027
Q99470	O15393	taxid:9606	taxid:9606
Q99470	P03452	taxid:9606	taxid:211044
Q99470	P03468	taxid:9606	taxid:211044
Q99470	P03470	taxid:9606	taxid:381518
Q99470	P04578	taxid:9606	taxid:11706
Q99470	P0DTC2	taxid:9606	taxid:2697049
Q99470	P0DTC2	taxid:9606	taxid:2697049
Q99470	P0DTC7-PRO_0000449654	taxid:9606	taxid:2697049
Q99470	P0DTC8	taxid:9606	taxid:2697049
Q99470	P88970	taxid:9606	taxid:37296
Q99470	P90486	taxid:9606	taxid:435895
Q99470	P90486	taxid:9606	taxid:435895
Q99470	P90486	taxid:9606	taxid:435895
Q99470	P90486	taxid:9606	taxid:435895
Q99470	Q86T26	taxid:9606	taxid:9606
Q99497	A0A6B9W2G5	taxid:9606	taxid:2697049
Q99497	A0A6B9W2G5	taxid:9606	taxid:2697049
Q99497	P0DTC2	taxid:9606	taxid:2697049
Q99536	A0A6B9W2G5	taxid:9606	taxid:2697049
Q99536	P0C737	taxid:9606	taxid:82830
Q99536	P0DTC9	taxid:9606	taxid:2697049
Q99536	P0DTD2	taxid:9606	taxid:2697049
Q99536	Q77M19	taxid:9606	taxid:132487
Q99536	Q77Q36	taxid:9606	taxid:868565
Q99595	P05777	taxid:9606	taxid:381518
Q99595	P05780	taxid:9606	taxid:381518
Q99595	P0DTD8	taxid:9606	taxid:2697049
Q99623	A0A6B9W2G5	taxid:9606	taxid:2697049
Q99623	B9UPF3	taxid:9606	taxid:10580
Q99623	P03126	taxid:9606	taxid:333760
Q99623	P03427	taxid:9606	taxid:381518
Q99623	P03454	taxid:9606	taxid:381518
Q99623	P03470	taxid:9606	taxid:381518
Q99623	P05777	taxid:9606	taxid:381518
Q99623	P06427	taxid:9606	taxid:10586
Q99623	P06460	taxid:9606	taxid:10600
Q99623	P06792	taxid:9606	taxid:333761
Q99623	P06927	taxid:9606	taxid:333760
Q99623	P0C6X7-PRO_0000037310	taxid:9606	taxid:694009
Q99623	P0DTC1-PRO_0000449637	taxid:9606	taxid:2697049
Q99623	P0DTC4	taxid:9606	taxid:2697049
Q99623	P0DTC4	taxid:9606	taxid:2697049
Q99623	P0DTC5	taxid:9606	taxid:2697049
Q99623	P0DTC5	taxid:9606	taxid:2697049
Q99623	P0DTC6	taxid:9606	taxid:2697049
Q99623	P0DTC6	taxid:9606	taxid:2697049
Q99623	P0DTC8	taxid:9606	taxid:2697049
Q99623	P0DTC8	taxid:9606	taxid:2697049
Q99623	P0DTD1-PRO_0000449624	taxid:9606	taxid:2697049
Q99623	P0DTD2	taxid:9606	taxid:2697049
Q99623	P0DTD2	taxid:9606	taxid:2697049
Q99623	P0DTD8	taxid:9606	taxid:2697049
Q99623	P0DTD8	taxid:9606	taxid:2697049
Q99623	P15682	taxid:9606	taxid:381518
Q99623	P17385	taxid:9606	taxid:10585
Q99623	P29990-PRO_0000037929	taxid:9606	taxid:31634
Q99623	P88970	taxid:9606	taxid:37296
Q99623	Q05320	taxid:9606	taxid:128952
Q99623	Q1HVJ2	taxid:9606	taxid:82830
Q99623	Q20MH8	taxid:9606	taxid:381518
