Host_protein	Pathogen_Protein	Host_taxid	Pathogen_taxid
P48643	P12792	9606	28292
P49368	P12792	9606	28292
P50990	P12792	9606	28292
P50991	P12792	9606	28292
P60660	P12792	9606	28292
Q08379	P12792	9606	28292
Q53EZ4	P12792	9606	28292
Q71U36	P12792	9606	28292
Q92552	P12792	9606	28292
Q92734	P12792	9606	28292
Q92945	P12792	9606	28292
Q96S55	P12792	9606	28292
Q99536	P12792	9606	28292
Q9BVC6	P12792	9606	28292
Q9UID3	P12792	9606	28292
Q9Y224	P12792	9606	28292
Q9Y265	P12792	9606	28292
Q9Y4K3	P12792	9606	28292
P12814	P0C701	9606	10376
P12931	P04601	9606	11676
P12931	P08393	9606	10298
P53618	P04601	9606	11676
Q06330	P12977	9606	10377
O00459	C3W5S7	9606	641501
O43707	C3W6D7	9606	642261
P60900	P04608	9606	11676
P16070	P13285	9606	10377
P16615	P13285	9606	10377
P20618	P13285	9606	10377
P25786	P13285	9606	10377
P25787	P13285	9606	10377
P28062	P13285	9606	10377
P22736	P03120	9606	333760
P28070	P13285	9606	10377
P43686	P13285	9606	10377
P49720	P13285	9606	10377
P49721	P13285	9606	10377
P50402	P13285	9606	10377
P51665	P13285	9606	10377
P60900	P13285	9606	10377
P62333	P13285	9606	10377
Q06323	P13285	9606	10377
Q5JTV8	P13285	9606	10377
Q96CS3	P13285	9606	10377
Q96N66	P13285	9606	10377
Q99623	P13285	9606	10377
Q9H0E2	P13285	9606	10377
Q9UL46	P13285	9606	10377
O00459	D1LN35	9606	680716
P07437	D1LN35	9606	680716
P07910	D1LN35	9606	680716
P23141	B4URF5	9606	382835
P23141	B4URF7	9606	382835
P09651	D1LN35	9606	680716
P11940	D1LN35	9606	680716
P14866	D1LN35	9606	680716
P22626	D1LN35	9606	680716
P23396	D1LN35	9606	680716
P25398	D1LN35	9606	680716
P31942	D1LN35	9606	680716
P35268	D1LN35	9606	680716
P38159	D1LN35	9606	680716
P43243	D1LN35	9606	680716
P51991	D1LN35	9606	680716
P52597	D1LN35	9606	680716
P61978	D1LN35	9606	680716
P62269	D1LN35	9606	680716
P62829	D1LN35	9606	680716
P67809	D1LN35	9606	680716
Q12905	D1LN35	9606	680716
Q12906	D1LN35	9606	680716
Q15717	D1LN35	9606	680716
O43707	B2BU63	9606	393902
O43707	C9S3S8	9606	464623
Q86V81	Q2HR75	9606	868565
Q9Y6N5	Q2KRY6	9606	28285
Q92530	Q2KRY6	9606	28285
Q99700	Q2KRY6	9606	28285
Q9Y6M1	Q2KRY6	9606	28285
Q96KQ4	Q2KRY9	9606	28285
Q9UMS0	Q2KRY9	9606	28285
P61758	P04585	9606	11676
Q63ZY3	Q2MG95	9606	10377
Q5VV42	Q2MG95	9606	10377
Q70UQ0	Q2MG95	9606	10377
Q8IXI2	Q2MG95	9606	10377
Q8N2K0	Q2MG95	9606	10377
Q96EY1	Q2MG95	9606	10377
Q9NP72	Q2MG95	9606	10377
Q96JJ7	Q2MG95	9606	10377
Q96IX5	Q2MG95	9606	10377
Q99442	Q2MG95	9606	10377
Q96N66	Q2MG95	9606	10377
Q99700	Q2MG95	9606	10377
Q9BWM7	Q2MG95	9606	10377
Q9BSJ8	Q2MG95	9606	10377
Q9HC07	Q2MG95	9606	10377
Q9NVI7	Q2MG95	9606	10377
Q9NXS2	Q2MG95	9606	10377
Q9UL15	Q2MG95	9606	10377
Q9Y285	Q2MG95	9606	10377
Q9UHD8	Q2MG95	9606	10377
Q9UGP8	Q2MG95	9606	10377
Q9UNE7	Q2MG95	9606	10377
Q9Y230	Q2MG95	9606	10377
Q9UNM6	Q2MG95	9606	10377
Q9Y6C9	Q2MG95	9606	10377
Q9Y5M8	Q2MG95	9606	10377
Q9Y5K5	Q2MG95	9606	10377
Q9Y6M1	Q2MG95	9606	10377
Q9Y6N5	Q2MG95	9606	10377
Q8NBZ7	Q67020	9606	382835
Q9BV20	Q67020	9606	382835
Q8NF50	Q67296	9606	381517
Q9UJC3	Q67296	9606	381517
Q8IZ52	Q2MG96	9606	10377
Q63ZY3	Q2MG96	9606	10377
Q9Y6N5	Q2MG96	9606	10377
Q9Y230	Q2MG96	9606	10377
Q5JSL3	Q2MG97	9606	10377
Q5T1M5	Q2MG97	9606	10377
Q63ZY3	Q2MG97	9606	10377
Q96N66	Q2MG97	9606	10377
Q9BZ29	Q2MG97	9606	10377
Q9UHL4	Q2MG97	9606	10377
Q9Y230	Q2MG97	9606	10377
Q9UHV9	Q2MG97	9606	10377
Q9Y6N5	Q2MG97	9606	10377
Q96RT1	Q2PJP0	9606	363744
Q9NX74	Q2PJP0	9606	363744
Q9Y371	Q69022	9606	82830
Q4J6C6	Q2PJP1	9606	363744
Q96MW5	Q2PJP1	9606	363744
Q9UNE7	Q2PRM9	9606	10629
Q9UL15	Q2PRM9	9606	10629
Q86UQ4	Q2PRM9	9606	10629
Q6YN16	Q2PRM9	9606	10629
Q8NBX0	Q2PRM9	9606	10629
Q9NZL4	Q2PRM9	9606	10629
Q9H4G4	Q2PRM9	9606	10629
Q9Y6N5	Q2PRM9	9606	10629
P62136	P04608	9606	11676
Q96RT1	Q6DP93	9606	644788
Q9NX74	Q6DP93	9606	644788
Q96MW5	Q6DP94	9606	644788
P13987	P04578	9606	11676
P13987	P04591	9606	11676
Q13501	P18094	9606	11709
Q07812	P24356	9606	10245
Q6IB77	P03433	9606	211044
P35268	P24772	9606	10254
Q13085	P24772	9606	10254
Q16543	P24772	9606	10254
Q71U36	P24772	9606	10254
Q9HCC0	P24772	9606	10254
P63241	P14335	9606	11078
Q13232	P14335	9606	11078
Q5VV67	P14335	9606	11078
Q96CV9	P14335	9606	11078
Q9UIK5	P14335	9606	11078
Q9UNM6	P14335	9606	11078
P14618	P14340	9606	11065
P50395	P14340	9606	11065
P60709	P14340	9606	11065
P24941	P03070	9606	10633
P24941	P03129	9606	333760
P14618	P0C706	9606	10376
P52630	O55777	9606	928303
P62269	O55779	9606	928303
Q71U36	O55779	9606	928303
Q99816	O55779	9606	928303
Q9UK41	O55779	9606	928303
O60506	O56264	9606	130763
O75569	O56264	9606	130763
P05141	O56264	9606	130763
P07437	O56264	9606	130763
P07910	O56264	9606	130763
P09651	O56264	9606	130763
P11940	O56264	9606	130763
P12235	O56264	9606	130763
P12236	O56264	9606	130763
P14866	O56264	9606	130763
P15880	O56264	9606	130763
P22626	O56264	9606	130763
P23396	O56264	9606	130763
P25398	O56264	9606	130763
P26599	O56264	9606	130763
P27986	O56264	9606	130763
P31942	O56264	9606	130763
P31946	O56264	9606	130763
P35268	O56264	9606	130763
P35637	O56264	9606	130763
P38159	O56264	9606	130763
P42336	O56264	9606	130763
P43243	O56264	9606	130763
P46782	O56264	9606	130763
P46783	O56264	9606	130763
P51991	O56264	9606	130763
P52597	O56264	9606	130763
P52815	O56264	9606	130763
P61978	O56264	9606	130763
P61981	O56264	9606	130763
P62258	O56264	9606	130763
P62269	O56264	9606	130763
P62280	O56264	9606	130763
P62318	O56264	9606	130763
P62701	O56264	9606	130763
P62805	O56264	9606	130763
P62847	O56264	9606	130763
P63104	O56264	9606	130763
P67809	O56264	9606	130763
P68371	O56264	9606	130763
P84090	O56264	9606	130763
Q12905	O56264	9606	130763
Q12906	O56264	9606	130763
Q14103	O56264	9606	130763
Q15366	O56264	9606	130763
Q15717	O56264	9606	130763
Q7L2E3	O56264	9606	130763
Q86V81	O56264	9606	130763
Q8N163	O56264	9606	130763
Q8WWM7	O56264	9606	130763
Q9Y224	O56264	9606	130763
Q9Y6M1	O56264	9606	130763
Q12959	O57125	9606	10623
P62750	P03496	9606	211044
P35268	P15059	9606	10254
P62805	P15059	9606	10254
P68431	P15059	9606	10254
P84243	P15059	9606	10254
Q13085	P15059	9606	10254
Q71DI3	P15059	9606	10254
P62913	B4URF5	9606	382835
P62917	P03431	9606	211044
P62993	P26660	9606	11113
P62993	P27958	9606	11108
P15311	P03485	9606	211044
P63010	P03508	9606	211044
P26196	P04591	9606	11676
Q8N726	P04608	9606	11676
Q8N726	Q8AZK7	9606	10376
P67870	P26662	9606	11116
P15822	P03508	9606	211044
P63279	P03431	9606	211044
P63279	P03495	9606	381517
P63279	P03496	9606	211044
P63279	P04585	9606	11676
P63279	P0CK47	9606	10377
Q9BPW8	Q91B85	9606	172148
Q9H270	Q91B85	9606	172148
Q9H270	Q91NH1	9606	11053
Q9UBF8	P03495	9606	381517
Q9UBN7	P69720	9606	11676
Q9UBN7	P69721	9606	11676
Q9UBN7	P69722	9606	11676
Q9UBN7	P69723	9606	11676
Q8NBZ7	P03433	9606	211044
Q9UJC3	P03428	9606	211044
Q92793	F5HIC6	9606	37296
Q92793	P03070	9606	10633
Q92793	P03126	9606	333760
Q92793	P03129	9606	333760
Q92793	Q2HR82	9606	37296
Q8NF50	P03495	9606	381517
Q92830	P03255	9606	28285
Q8NFH5	P89884	9606	33708
Q9UNK0	Q99IB8	9606	356411
Q92922	P08563	9606	11043
Q9UQ90	P29991	9606	31635
Q9UQ90	Q99IB8	9606	356411
P02545	O41970	9606	33708
Q96CV9	Q8QXP6	9606	11072
P02794	B4URF5	9606	382835
P06493	P03070	9606	10633
P62633	P03070	9606	10633
P62826	P03070	9606	10633
Q09472	P03070	9606	10633
Q8N983	P03070	9606	10633
Q99497	P03070	9606	10633
Q9HC62	P03070	9606	10633
Q9NTK5	P03070	9606	10633
Q9UNE7	P03070	9606	10633
Q09472	P03074	9606	10635
Q92793	P03074	9606	10635
P27986	P03076	9606	10635
P67775	P03076	9606	10635
P30153	P03081	9606	10633
Q14974	P03087	9606	10633
Q14974	P03107	9606	333760
P63279	P03114	9606	333760
P49792	P03116	9606	10559
P49715	P03120	9606	333760
P49848	P03122	9606	10559
Q09472	P03122	9606	10559
P19438	P03126	9606	333760
Q09472	P03126	9606	333760
Q12959	P03126	9606	333760
Q16611	P03126	9606	333760
Q12959	P03127	9606	31553
P06493	P03129	9606	333760
P09132	P03129	9606	333760
P09543	P03129	9606	333760
P10914	P03129	9606	333760
P12004	P03129	9606	333760
P30153	P03129	9606	333760
P32969	P03129	9606	333760
P54646	P03129	9606	333760
P62826	P03129	9606	333760
P62851	P03129	9606	333760
Q00535	P03129	9606	333760
Q14186	P03129	9606	333760
Q15678	P03129	9606	333760
Q16825	P03129	9606	333760
Q8NBS9	P03129	9606	333760
Q96CW1	P03129	9606	333760
Q9Y237	P03129	9606	333760
Q9Y6N5	P03129	9606	333760
P16220	P03165	9606	490133
P27348	P03165	9606	490133
P31749	P03165	9606	490133
P07196	P03177	9606	10377
P07858	P03177	9606	10377
P16615	P03177	9606	10377
P27816	P03177	9606	10377
P40429	P03177	9606	10377
P42704	P03177	9606	10377
P47756	P03177	9606	10377
P50402	P03177	9606	10377
P82650	P03177	9606	10377
Q00341	P03177	9606	10377
Q63ZY3	P03177	9606	10377
Q6UB35	P03177	9606	10377
Q7KZF4	P03177	9606	10377
Q9H270	P03177	9606	10377
Q9NQC3	P03177	9606	10377
Q9Y305	P03177	9606	10377
Q9Y5M8	P03177	9606	10377
Q9Y6C9	P03177	9606	10377
Q9Y6N5	P03177	9606	10377
P09543	P03179	9606	10377
P16615	P03179	9606	10377
P31689	P03179	9606	10377
P40227	P03179	9606	10377
P40616	P03179	9606	10377
P43686	P03179	9606	10377
P46379	P03179	9606	10377
P48643	P03179	9606	10377
P49368	P03179	9606	10377
P50402	P03179	9606	10377
Q63ZY3	P03179	9606	10377
Q8IXI1	P03179	9606	10377
Q99700	P03179	9606	10377
Q9UHD8	P03179	9606	10377
Q9UL15	P03179	9606	10377
Q9UNE7	P03179	9606	10377
Q9Y230	P03179	9606	10377
Q9Y6N5	P03179	9606	10377
P05023	P03182	9606	10377
P05556	P03182	9606	10377
P07237	P03182	9606	10377
P08195	P03182	9606	10377
P08240	P03182	9606	10377
P09543	P03182	9606	10377
P10301	P03182	9606	10377
P11166	P03182	9606	10377
P11717	P03182	9606	10377
P16070	P03182	9606	10377
P16615	P03182	9606	10377
P18031	P03182	9606	10377
P21912	P03182	9606	10377
P22413	P03182	9606	10377
P23634	P03182	9606	10377
P26196	P03182	9606	10377
P27824	P03182	9606	10377
P29966	P03182	9606	10377
P30101	P03182	9606	10377
P35613	P03182	9606	10377
P40616	P03182	9606	10377
P42166	P03182	9606	10377
P46782	P03182	9606	10377
P46977	P03182	9606	10377
P50402	P03182	9606	10377
P51148	P03182	9606	10377
P51571	P03182	9606	10377
P57088	P03182	9606	10377
P60468	P03182	9606	10377
P62834	P03182	9606	10377
Q07812	P03182	9606	10377
Q13232	P03182	9606	10377
Q13308	P03182	9606	10377
Q13637	P03182	9606	10377
Q14204	P03182	9606	10377
Q14699	P03182	9606	10377
Q15165	P03182	9606	10377
Q16891	P03182	9606	10377
Q5RI15	P03182	9606	10377
Q6IAA8	P03182	9606	10377
Q70UQ0	P03182	9606	10377
Q7Z434	P03182	9606	10377
Q8IV08	P03182	9606	10377
Q8IXI2	P03182	9606	10377
Q8N490	P03182	9606	10377
Q8NC51	P03182	9606	10377
Q8TDB4	P03182	9606	10377
Q92692	P03182	9606	10377
Q92896	P03182	9606	10377
Q969X5	P03182	9606	10377
Q96AQ6	P03182	9606	10377
Q96IX5	P03182	9606	10377
Q96JJ7	P03182	9606	10377
Q96N66	P03182	9606	10377
Q96TC7	P03182	9606	10377
Q99653	P03182	9606	10377
Q9H2V7	P03182	9606	10377
Q9H936	P03182	9606	10377
Q9HC07	P03182	9606	10377
Q9HD45	P03182	9606	10377
Q9NP72	P03182	9606	10377
Q9NTJ5	P03182	9606	10377
Q9NVI7	P03182	9606	10377
Q9NX40	P03182	9606	10377
Q9NX63	P03182	9606	10377
Q9NXW2	P03182	9606	10377
Q9P0L0	P03182	9606	10377
Q9P2E9	P03182	9606	10377
Q9UNN8	P03182	9606	10377
Q9Y5M8	P03182	9606	10377
Q9Y6C9	P03182	9606	10377
Q9Y6K0	P03182	9606	10377
Q9Y6N5	P03182	9606	10377
P28799	P03185	9606	10377
Q13323	P03185	9606	10377
Q16611	P03185	9606	10377
Q969F0	P03185	9606	10377
P63010	P03186	9606	10377
P14373	P03188	9606	10377
P31947	P03188	9606	10377
Q7Z6G3	P03188	9606	10377
Q08379	P03195	9606	10377
Q96IK5	P03203	9606	10377
Q06330	P03204	9606	10377
Q92734	P03206	9606	10377
P28799	P03208	9606	10377
P46778	P03209	9606	10377
P49848	P03209	9606	10377
Q09472	P03209	9606	10377
Q70UQ0	P03209	9606	10377
Q92793	P03209	9606	10377
Q9NVI7	P03209	9606	10377
Q9Y6C9	P03209	9606	10377
Q9Y6N5	P03209	9606	10377
P29590	P03211	9606	10376
P39023	P03211	9606	10377
P40429	P03211	9606	10377
P42766	P03211	9606	10377
P46778	P03211	9606	10377
P46779	P03211	9606	10377
P49207	P03211	9606	10377
P55209	P03211	9606	10377
P61513	P03211	9606	10377
P62081	P03211	9606	10377
P62277	P03211	9606	10377
P62847	P03211	9606	10377
P62899	P03211	9606	10377
P67870	P03211	9606	10377
Q02809	P03211	9606	10377
Q07955	P03211	9606	10377
Q14974	P03211	9606	10376
Q6NZI2	P03211	9606	10377
Q96SB4	P03211	9606	10377
Q9Y6M1	P03211	9606	10377
P07384	P03220	9606	10377
P09543	P03220	9606	10377
P12111	P03220	9606	10377
P13489	P03220	9606	10377
P13667	P03220	9606	10377
P16615	P03220	9606	10377
P29966	P03220	9606	10377
P31689	P03220	9606	10377
P40227	P03220	9606	10377
P42858	P03220	9606	10377
P46379	P03220	9606	10377
P48643	P03220	9606	10377
P49327	P03220	9606	10377
P49368	P03220	9606	10377
P49792	P03220	9606	10377
P53621	P03220	9606	10377
P60468	P03220	9606	10377
Q07960	P03220	9606	10377
Q13586	P03220	9606	10377
Q14699	P03220	9606	10377
Q15404	P03220	9606	10377
Q27J81	P03220	9606	10377
Q63ZY3	P03220	9606	10377
Q9BWM7	P03220	9606	10377
Q9NVI7	P03220	9606	10377
Q9Y230	P03220	9606	10377
Q9Y5M8	P03220	9606	10377
Q9Y6C9	P03220	9606	10377
Q9Y6N5	P03220	9606	10377
P07858	P03225	9606	10377
P08240	P03225	9606	10377
P09543	P03225	9606	10377
P13489	P03225	9606	10377
P14373	P03225	9606	10377
P16615	P03225	9606	10377
P21964	P03225	9606	10377
P29966	P03225	9606	10377
P30153	P03225	9606	10377
P31689	P03225	9606	10377
P40227	P03225	9606	10377
P40429	P03225	9606	10377
P49368	P03225	9606	10377
P50402	P03225	9606	10377
P56192	P03225	9606	10377
P60903	P03225	9606	10377
P61978	P03225	9606	10377
Q07960	P03225	9606	10377
Q08379	P03225	9606	10377
Q14204	P03225	9606	10377
Q14974	P03225	9606	10377
Q27J81	P03225	9606	10377
Q63ZY3	P03225	9606	10377
Q6NZI2	P03225	9606	10377
Q8IV08	P03225	9606	10377
Q96N66	P03225	9606	10377
Q99439	P03225	9606	10377
Q9NQC3	P03225	9606	10377
Q9UHD8	P03225	9606	10377
Q9Y230	P03225	9606	10377
Q9Y6N5	P03225	9606	10377
P07196	P03227	9606	10377
P04637	P03243	9606	28285
P04637	P03244	9606	10515
P05023	P03246	9606	28285
P05556	P03246	9606	28285
P06703	P03246	9606	28285
P08240	P03246	9606	28285
P09543	P03246	9606	28285
P11166	P03246	9606	28285
P11717	P03246	9606	28285
P16070	P03246	9606	28285
P16615	P03246	9606	28285
P17302	P03246	9606	28285
P25445	P03246	9606	28285
P29966	P03246	9606	28285
P31040	P03246	9606	28285
P35613	P03246	9606	28285
P35813	P03246	9606	28285
P39656	P03246	9606	28285
P42166	P03246	9606	28285
P46977	P03246	9606	28285
P50402	P03246	9606	28285
P51148	P03246	9606	28285
P60468	P03246	9606	28285
P62834	P03246	9606	28285
P62873	P03246	9606	28285
P80404	P03246	9606	28285
Q07812	P03246	9606	28285
Q13308	P03246	9606	28285
Q13323	P03246	9606	28285
Q13586	P03246	9606	28285
Q13724	P03246	9606	28285
Q14108	P03246	9606	28285
Q14165	P03246	9606	28285
Q14699	P03246	9606	28285
Q16611	P03246	9606	28285
Q16891	P03246	9606	28285
Q6IAA8	P03246	9606	28285
Q6PIU2	P03246	9606	28285
Q70UQ0	P03246	9606	28285
Q8N2K0	P03246	9606	28285
Q969X5	P03246	9606	28285
Q96AQ6	P03246	9606	28285
Q96IX5	P03246	9606	28285
Q96JJ7	P03246	9606	28285
Q96N66	P03246	9606	28285
Q9BTV4	P03246	9606	28285
Q9H2V7	P03246	9606	28285
Q9H4G4	P03246	9606	28285
Q9HBH5	P03246	9606	28285
Q9HC07	P03246	9606	28285
Q9NP72	P03246	9606	28285
Q9NQC3	P03246	9606	28285
Q9NTJ5	P03246	9606	28285
Q9P0L0	P03246	9606	28285
Q9Y5M8	P03246	9606	28285
Q9Y6C9	P03246	9606	28285
Q9Y6N5	P03246	9606	28285
Q16611	P03247	9606	10515
P62333	P03255	9606	28285
P62826	P03255	9606	28285
Q13200	P03255	9606	28285
P31323	P03259	9606	28282
Q9NPA8	P03259	9606	28285
P10144	P03265	9606	28285
P15151	P03301	9606	12082
Q8WUM4	P03347	9606	11678
P22830	P03366	9606	11678
P32121	P03366	9606	11678
P50213	P03366	9606	11678
P62993	P03366	9606	11678
Q9UMS0	P03366	9606	11678
P07948	P03407	9606	11685
P12931	P03407	9606	11685
P0C7W6	P03428	9606	211044
Q8NF50	P03428	9606	211044
Q9Y277	Q9WMX2	9606	333284
Q9Y3I0	Q9WMX2	9606	333284
P04233	P03431	9606	211044
P35637	P03431	9606	211044
Q6IBW4	P03433	9606	211044
Q9Y224	P03433	9606	211044
Q9Y305	P03433	9606	211044
P11142	P03485	9606	211044
P14373	P03495	9606	381517
P62805	P03495	9606	381517
Q96F86	P03495	9606	381517
P04075	P03496	9606	211044
Q07021	P03211	9606	10377
Q07021	P08563	9606	11043
P04406	P03496	9606	211044
P05141	P03496	9606	211044
P05386	P03496	9606	211044
P05388	P03496	9606	211044
P06576	P03496	9606	211044
P06733	P03496	9606	211044
P06748	P03496	9606	211044
P07195	P03496	9606	211044
P07437	P03496	9606	211044
P07737	P03496	9606	211044
P07900	P03496	9606	211044
P07910	P03496	9606	211044
P08238	P03496	9606	211044
P08865	P03496	9606	211044
P09651	P03496	9606	211044
P10809	P03496	9606	211044
P11940	P03496	9606	211044
P12235	P03496	9606	211044
P12236	P03496	9606	211044
P13639	P03496	9606	211044
P14174	P03496	9606	211044
P14866	P03496	9606	211044
P15822	P03496	9606	211044
P15880	P03496	9606	211044
P18669	P03496	9606	211044
P19429	P03496	9606	211044
P21912	P03496	9606	211044
P22234	P03496	9606	211044
P22626	P03496	9606	211044
P23396	P03496	9606	211044
P23528	P03496	9606	211044
P26599	P03496	9606	211044
P27348	P03496	9606	211044
P27797	P03496	9606	211044
P29966	P03496	9606	211044
P30041	P03496	9606	211044
P31942	P03496	9606	211044
P31946	P03496	9606	211044
P35579	P03496	9606	211044
P35580	P03496	9606	211044
P35637	P03496	9606	211044
P36873	P03496	9606	211044
P38159	P03496	9606	211044
P40926	P03496	9606	211044
P42336	P03496	9606	211044
P43243	P03496	9606	211044
P46779	P03496	9606	211044
P46782	P03496	9606	211044
P46783	P03496	9606	211044
P48643	P03496	9606	211044
P51991	P03496	9606	211044
P52597	P03496	9606	211044
P60174	P03496	9606	211044
P60660	P03496	9606	211044
P61978	P03496	9606	211044
P61981	P03496	9606	211044
P62136	P03496	9606	211044
P62140	P03496	9606	211044
P62258	P03496	9606	211044
P62269	P03496	9606	211044
P62805	P03496	9606	211044
P62847	P03496	9606	211044
P62873	P03496	9606	211044
P62879	P03496	9606	211044
P62937	P03496	9606	211044
P63104	P03496	9606	211044
P63241	P03496	9606	211044
P67809	P03496	9606	211044
P68366	P03496	9606	211044
P68371	P03496	9606	211044
P80723	P03496	9606	211044
P84090	P03496	9606	211044
Q07666	P03496	9606	211044
Q12905	P03496	9606	211044
Q13105	P03496	9606	211044
Q13190	P03496	9606	211044
Q14103	P03496	9606	211044
Q15365	P03496	9606	211044
Q15366	P03496	9606	211044
Q15717	P03496	9606	211044
Q3ZCQ8	P03496	9606	211044
Q562R1	P03496	9606	211044
Q71U36	P03496	9606	211044
Q7L2E3	P03496	9606	211044
Q7Z406	P03496	9606	211044
Q8N163	P03496	9606	211044
Q8WWM7	P03496	9606	211044
Q9HAV0	P03496	9606	211044
Q9Y230	P03496	9606	211044
Q9Y265	P03496	9606	211044
Q9Y3I0	P03496	9606	211044
Q9Y6M1	P03496	9606	211044
P19429	P03508	9606	211044
P63167	P03508	9606	211044
Q13105	P03508	9606	211044
Q13227	P03508	9606	211044
Q96RT1	P03508	9606	211044
P52948	P03519	9606	11285
P78406	P03519	9606	11285
Q8TAE8	P04013	9606	10580
P04637	P04019	9606	10580
Q09472	P04019	9606	10580
Q13227	P04019	9606	10580
Q16611	P04019	9606	10580
P07196	P04020	9606	10580
P10914	P04020	9606	10580
P27816	P04020	9606	10580
P49368	P04020	9606	10580
P53621	P04020	9606	10580
Q01094	P04020	9606	10580
Q09472	P04020	9606	10580
Q14186	P04020	9606	10580
Q16825	P04020	9606	10580
Q96C01	P04020	9606	10580
Q96IK5	P04020	9606	10580
Q9NP81	P04020	9606	10580
Q9Y305	P04020	9606	10580
Q9Y6N5	P04020	9606	10580
Q9Y6N9	P04020	9606	10580
Q07666	P00524	9606	269446
Q07812	P03495	9606	381517
Q07817	P03496	9606	211044
P09874	P04296	9606	10299
P12004	P04296	9606	10299
P12268	P04296	9606	10299
P12956	P04296	9606	10298
P13010	P04296	9606	10298
P17844	P04296	9606	10299
P20585	P04296	9606	10299
P35659	P04296	9606	10299
P49959	P04296	9606	10299
P50402	P04296	9606	10299
P51532	P04296	9606	10298
P55209	P04296	9606	10299
P62136	P04296	9606	10299
P78527	P04296	9606	10298
Q14191	P04296	9606	10298
Q92922	P04296	9606	10298
Q9Y265	P04296	9606	10299
Q09472	P04326	9606	11679
Q92922	P04326	9606	11679
P05141	P04413	9606	10298
P07437	P04413	9606	10298
P07900	P04413	9606	10298
P08238	P04413	9606	10298
P12236	P04413	9606	10298
P17987	P04413	9606	10298
P23396	P04413	9606	10298
P24666	P04413	9606	10298
P40227	P04413	9606	10298
P49368	P04413	9606	10298
P50990	P04413	9606	10298
P50991	P04413	9606	10298
P55072	P04413	9606	10298
P62249	P04413	9606	10298
P62269	P04413	9606	10298
P78371	P04413	9606	10298
Q06830	P04413	9606	10298
Q13162	P04413	9606	10298
Q16543	P04413	9606	10298
P05165	P04487	9606	10299
P05166	P04487	9606	10299
P05386	P04487	9606	10299
P05388	P04487	9606	10299
P06733	P04487	9606	10299
P06748	P04487	9606	10299
P07195	P04487	9606	10299
P08238	P04487	9606	10299
P08865	P04487	9606	10299
P09651	P04487	9606	10299
P10809	P04487	9606	10299
P11940	P04487	9606	10299
P15880	P04487	9606	10299
P18077	P04487	9606	10299
P18124	P04487	9606	10299
P19338	P04487	9606	10299
P22061	P04487	9606	10299
P23396	P04487	9606	10299
P25398	P04487	9606	10299
P25705	P04487	9606	10299
P26196	P04487	9606	10299
P30050	P04487	9606	10299
P32969	P04487	9606	10299
P35268	P04487	9606	10299
P36578	P04487	9606	10299
P39019	P04487	9606	10299
P39023	P04487	9606	10299
P40429	P04487	9606	10299
P42766	P04487	9606	10299
P46776	P04487	9606	10299
P46777	P04487	9606	10299
P46778	P04487	9606	10299
P46779	P04487	9606	10299
P46781	P04487	9606	10299
P46782	P04487	9606	10299
P46783	P04487	9606	10299
P49207	P04487	9606	10299
P49458	P04487	9606	10299
P50914	P04487	9606	10299
P52597	P04487	9606	10299
P60866	P04487	9606	10299
P61247	P04487	9606	10299
P61254	P04487	9606	10299
P61313	P04487	9606	10299
P61353	P04487	9606	10299
P61513	P04487	9606	10299
P62081	P04487	9606	10299
P62241	P04487	9606	10299
P62244	P04487	9606	10299
P62266	P04487	9606	10299
P62269	P04487	9606	10299
P62277	P04487	9606	10299
P62280	P04487	9606	10299
P62424	P04487	9606	10299
P62701	P04487	9606	10299
P62750	P04487	9606	10299
P62753	P04487	9606	10299
P62805	P04487	9606	10299
P62829	P04487	9606	10299
P62847	P04487	9606	10299
P62854	P04487	9606	10299
P62861	P04487	9606	10299
P62888	P04487	9606	10299
P62899	P04487	9606	10299
P62906	P04487	9606	10299
P62910	P04487	9606	10299
P62913	P04487	9606	10299
P62917	P04487	9606	10299
P62937	P04487	9606	10299
P67809	P04487	9606	10299
P68431	P04487	9606	10299
P83731	P04487	9606	10299
P84098	P04487	9606	10299
P84243	P04487	9606	10299
Q02543	P04487	9606	10299
Q02878	P04487	9606	10299
Q07020	P04487	9606	10299
Q71DI3	P04487	9606	10299
Q71U36	P04487	9606	10299
Q8WWM7	P04487	9606	10299
Q96RQ3	P04487	9606	10299
Q99623	P04487	9606	10299
Q9HAV7	P04487	9606	10299
Q9HCC0	P04487	9606	10299
Q9NR30	P04487	9606	10299
Q9Y3U8	P04487	9606	10299
P04637	P04489	9606	28285
Q07812	P04492	9606	28282
Q13323	P04492	9606	28282
Q16611	P04492	9606	28282
P16615	P04494	9606	28285
P04843	P04544	9606	11259
P05023	P04544	9606	11259
P05141	P04544	9606	11259
P06576	P04544	9606	11259
P07099	P04544	9606	11259
P08195	P04544	9606	11259
P10809	P04544	9606	11259
P11142	P04544	9606	11259
P13861	P04544	9606	11259
P16615	P04544	9606	11259
P18031	P04544	9606	11259
P20340	P04544	9606	11259
P21964	P04544	9606	11259
P23634	P04544	9606	11259
P24539	P04544	9606	11259
P25705	P04544	9606	11259
P27348	P04544	9606	11259
P27544	P04544	9606	11259
P27824	P04544	9606	11259
P31689	P04544	9606	11259
P31946	P04544	9606	11259
P33121	P04544	9606	11259
P36542	P04544	9606	11259
P37268	P04544	9606	11259
P39023	P04544	9606	11259
P39656	P04544	9606	11259
P40939	P04544	9606	11259
